"","species","les","Length","Diet.Class.1","Diet.Class.2","Diet.Class.3","Home.Range","Schooling","Level","Activity","period","depth.group","haul","total","vul","resilience","mean.tmp","min.tmp","max.tmp","range.tmp"
"9126","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","300",15,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9127","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","40",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9128","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","M","50",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9129","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","75",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9130","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","103",18,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9131","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","29",10,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9132","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","308",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9133","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","92",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9134","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","260",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9135","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","246",17,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9136","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","163",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9137","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","D","102",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9138","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","111",8,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9139","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","134",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9140","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","72",15,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9141","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","185",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9142","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","201",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9143","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","49",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9144","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","153",16,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9145","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","73",16,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9146","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","42",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9147","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","23",11,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9148","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","238",49,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9149","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","45",6,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9150","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","6",6,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9151","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","254",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9152","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","112",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9153","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","68",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9154","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","199",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9155","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","52",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9156","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","179",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9157","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","93",6,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9158","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","46",72,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9159","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","245",18,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9160","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","136",28,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9161","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","175",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9162","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","54",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9163","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","259",30,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9164","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","192",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9165","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","102",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9166","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","200",8,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9167","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","230",9,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9168","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","77",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9169","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","71",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9170","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","62",12,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9171","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","71",19,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9172","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","48",232,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9173","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","164",12,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9174","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","290",14,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9175","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","MD","44",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9176","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","178",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9177","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","30",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9178","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","69",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9179","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","30",9,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9180","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","180",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9181","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","140",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9182","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","108",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9183","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","118",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9184","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","114",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9185","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","234",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9186","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","247",22,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9187","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","309",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9188","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","197",16,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9189","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","79",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9190","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","55",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9191","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","288",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9192","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","228",66,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9193","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","197",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9194","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","132",29,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9195","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","224",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9196","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","280",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9197","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","243",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9198","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","187",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9199","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","92",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9200","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","59",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9201","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","19",11,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9202","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","22",11,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9203","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","107",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9204","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","186",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9205","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","75",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9206","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","105",6,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9207","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","99",21,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9208","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","285",24,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9209","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","288",48,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9210","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","SM","149",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9211","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","86",16,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9212","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","61",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9213","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","D","3",3,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9214","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","D","25",2,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9215","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","191",2,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9216","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","116",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9217","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","123",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9218","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","D","291",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9219","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","192",2,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9220","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","S","308",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9221","Uranoscopus scaber",0,"40","P","","","S","S","B","B","2000","M","2",2,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9222","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","S","197",2,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9223","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","65",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9224","Uranoscopus scaber",0,"40","P","","","S","S","B","B","2008-12","D","190",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9225","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","D","254",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9226","Uranoscopus scaber",0,"40","P","","","S","S","B","B","2008-12","D","16",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9227","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","31",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9228","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","176",3,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9229","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","110",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9230","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","201",12,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9231","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","S","217",6,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9232","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","S","112",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9233","Uranoscopus scaber",0,"40","P","","","S","S","B","B","2008-12","D","109",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9234","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","2",9,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
"9235","Uranoscopus scaber",0,"40","P","","","S","S","B","B","1990-4","M","41",1,44,"medium",22.6053621838794,-1.02499997615814,33.8499984741211,29.4130001068115
