%Date	Daily Average Bottom Temperaure C (deg)-26 m. depth
2013 01 13 00 00 00	-1000.00
2013 01 14 00 00 00	-1000.00
2013 01 15 00 00 00	-1000.00
2013 01 16 00 00 00	-1000.00
2013 01 17 00 00 00	19.61
2013 01 18 00 00 00	19.89
2013 01 19 00 00 00	19.95
2013 01 20 00 00 00	20.06
2013 01 21 00 00 00	20.06
2013 01 22 00 00 00	20.02
2013 01 23 00 00 00	19.97
2013 01 24 00 00 00	20.06
2013 01 25 00 00 00	20.08
2013 01 26 00 00 00	20.02
2013 01 27 00 00 00	20.05
2013 01 28 00 00 00	20.09
2013 01 29 00 00 00	20.03
2013 01 30 00 00 00	19.85
2013 01 31 00 00 00	19.60
2013 02 01 00 00 00	19.37
2013 02 02 00 00 00	19.42
2013 02 03 00 00 00	19.42
2013 02 04 00 00 00	19.54
2013 02 05 00 00 00	19.45
2013 02 06 00 00 00	19.16
2013 02 07 00 00 00	19.53
2013 02 08 00 00 00	19.65
2013 02 09 00 00 00	19.75
2013 02 10 00 00 00	19.77
2013 02 11 00 00 00	19.82
2013 02 12 00 00 00	19.68
2013 02 13 00 00 00	19.63
2013 02 14 00 00 00	19.63
2013 02 15 00 00 00	19.60
2013 02 16 00 00 00	19.44
2013 02 17 00 00 00	19.42
2013 02 18 00 00 00	19.47
2013 02 19 00 00 00	19.52
2013 02 20 00 00 00	19.54
2013 02 21 00 00 00	19.59
2013 02 22 00 00 00	19.59
2013 02 23 00 00 00	19.59
2013 02 24 00 00 00	19.57
2013 02 25 00 00 00	19.62
2013 02 26 00 00 00	19.64
2013 02 27 00 00 00	19.62
2013 02 28 00 00 00	19.82
2013 03 01 00 00 00	19.80
2013 03 02 00 00 00	19.79
2013 03 03 00 00 00	19.70
2013 03 04 00 00 00	19.76
2013 03 05 00 00 00	19.76
2013 03 06 00 00 00	19.79
2013 03 07 00 00 00	19.66
2013 03 08 00 00 00	19.35
2013 03 09 00 00 00	19.09
2013 03 10 00 00 00	19.38
2013 03 11 00 00 00	19.59
2013 03 12 00 00 00	19.74
2013 03 13 00 00 00	19.85
2013 03 14 00 00 00	19.79
2013 03 15 00 00 00	19.62
2013 03 16 00 00 00	19.53
2013 03 17 00 00 00	19.67
2013 03 18 00 00 00	19.89
2013 03 19 00 00 00	20.00
2013 03 20 00 00 00	19.83
2013 03 21 00 00 00	19.76
2013 03 22 00 00 00	19.86
2013 03 23 00 00 00	19.92
2013 03 24 00 00 00	19.94
2013 03 25 00 00 00	20.04
2013 03 26 00 00 00	20.01
2013 03 27 00 00 00	20.10
2013 03 28 00 00 00	20.36
2013 03 29 00 00 00	20.44
2013 03 30 00 00 00	20.34
2013 03 31 00 00 00	20.29
2013 04 01 00 00 00	20.24
2013 04 02 00 00 00	20.32
2013 04 03 00 00 00	20.53
2013 04 04 00 00 00	20.74
2013 04 05 00 00 00	20.75
2013 04 06 00 00 00	20.80
2013 04 07 00 00 00	20.67
2013 04 08 00 00 00	20.71
2013 04 09 00 00 00	20.89
2013 04 10 00 00 00	20.80
2013 04 11 00 00 00	20.93
2013 04 12 00 00 00	20.71
2013 04 13 00 00 00	20.58
2013 04 14 00 00 00	20.59
2013 04 15 00 00 00	20.77
2013 04 16 00 00 00	21.10
2013 04 17 00 00 00	21.16
2013 04 18 00 00 00	21.26
2013 04 19 00 00 00	21.29
2013 04 20 00 00 00	21.26
2013 04 21 00 00 00	21.13
2013 04 22 00 00 00	21.22
2013 04 23 00 00 00	21.31
2013 04 24 00 00 00	21.38
2013 04 25 00 00 00	21.21
2013 04 26 00 00 00	20.57
2013 04 27 00 00 00	20.31
2013 04 28 00 00 00	20.19
2013 04 29 00 00 00	20.15
2013 04 30 00 00 00	20.07
2013 05 01 00 00 00	19.98
2013 05 02 00 00 00	20.01
2013 05 03 00 00 00	20.10
2013 05 04 00 00 00	20.18
2013 05 05 00 00 00	20.11
2013 05 06 00 00 00	20.13
2013 05 07 00 00 00	20.14
2013 05 08 00 00 00	20.27
2013 05 09 00 00 00	20.40
2013 05 10 00 00 00	20.53
2013 05 11 00 00 00	20.59
2013 05 12 00 00 00	20.71
2013 05 13 00 00 00	21.02
2013 05 14 00 00 00	22.39
2013 05 15 00 00 00	23.14
2013 05 16 00 00 00	23.26
2013 05 17 00 00 00	23.06
2013 05 18 00 00 00	22.52
2013 05 19 00 00 00	22.30
2013 05 20 00 00 00	22.60
2013 05 21 00 00 00	23.25
2013 05 22 00 00 00	23.69
2013 05 23 00 00 00	23.47
2013 05 24 00 00 00	22.77
2013 05 25 00 00 00	22.48
2013 05 26 00 00 00	22.75
2013 05 27 00 00 00	23.49
2013 05 28 00 00 00	24.38
2013 05 29 00 00 00	24.26
2013 05 30 00 00 00	24.61
2013 05 31 00 00 00	24.73
2013 06 01 00 00 00	24.38
2013 06 02 00 00 00	24.07
2013 06 03 00 00 00	23.62
2013 06 04 00 00 00	23.12
2013 06 05 00 00 00	23.37
2013 06 06 00 00 00	23.31
2013 06 07 00 00 00	23.50
2013 06 08 00 00 00	23.42
2013 06 09 00 00 00	24.34
2013 06 10 00 00 00	25.19
2013 06 11 00 00 00	25.33
2013 06 12 00 00 00	25.10
2013 06 13 00 00 00	24.50
2013 06 14 00 00 00	25.44
2013 06 15 00 00 00	24.95
2013 06 16 00 00 00	25.36
2013 06 17 00 00 00	25.42
2013 06 18 00 00 00	25.67
2013 06 19 00 00 00	25.48
2013 06 20 00 00 00	25.62
2013 06 21 00 00 00	25.69
2013 06 22 00 00 00	26.08
2013 06 23 00 00 00	25.85
2013 06 24 00 00 00	25.93
2013 06 25 00 00 00	26.41
2013 06 26 00 00 00	25.99
2013 06 27 00 00 00	26.65
2013 06 28 00 00 00	26.14
2013 06 29 00 00 00	26.73
2013 06 30 00 00 00	26.77
2013 07 01 00 00 00	27.30
2013 07 02 00 00 00	27.43
2013 07 03 00 00 00	27.16
2013 07 04 00 00 00	26.33
2013 07 05 00 00 00	26.85
2013 07 06 00 00 00	26.10
2013 07 07 00 00 00	27.04
2013 07 08 00 00 00	26.30
2013 07 09 00 00 00	25.36
2013 07 10 00 00 00	26.08
2013 07 11 00 00 00	27.33
2013 07 12 00 00 00	27.18
2013 07 13 00 00 00	26.21
2013 07 14 00 00 00	27.04
2013 07 15 00 00 00	26.81
2013 07 16 00 00 00	27.32
2013 07 17 00 00 00	26.89
2013 07 18 00 00 00	27.64
2013 07 19 00 00 00	27.46
2013 07 20 00 00 00	27.46
2013 07 21 00 00 00	27.19
2013 07 22 00 00 00	28.07
2013 07 23 00 00 00	28.70
2013 07 24 00 00 00	27.98
2013 07 25 00 00 00	27.27
2013 07 26 00 00 00	27.75
2013 07 27 00 00 00	28.04
2013 07 28 00 00 00	29.05
2013 07 29 00 00 00	28.32
2013 07 30 00 00 00	27.63
2013 07 31 00 00 00	28.64
2013 08 01 00 00 00	28.55
2013 08 02 00 00 00	28.29
2013 08 03 00 00 00	28.27
2013 08 04 00 00 00	28.38
2013 08 05 00 00 00	28.31
2013 08 06 00 00 00	27.15
2013 08 07 00 00 00	27.67
2013 08 08 00 00 00	28.57
2013 08 09 00 00 00	28.50
2013 08 10 00 00 00	29.36
2013 08 11 00 00 00	29.62
2013 08 12 00 00 00	29.26
2013 08 13 00 00 00	29.41
2013 08 14 00 00 00	29.11
2013 08 15 00 00 00	28.67
2013 08 16 00 00 00	28.98
2013 08 17 00 00 00	29.22
2013 08 18 00 00 00	29.17
2013 08 19 00 00 00	29.22
2013 08 20 00 00 00	29.39
2013 08 21 00 00 00	29.22
2013 08 22 00 00 00	29.63
2013 08 23 00 00 00	29.79
2013 08 24 00 00 00	29.06
2013 08 25 00 00 00	29.31
2013 08 26 00 00 00	29.33
2013 08 27 00 00 00	28.82
2013 08 28 00 00 00	29.03
2013 08 29 00 00 00	29.48
2013 08 30 00 00 00	29.73
2013 08 31 00 00 00	29.51
2013 09 01 00 00 00	29.62
2013 09 02 00 00 00	29.77
2013 09 03 00 00 00	29.93
2013 09 04 00 00 00	30.07
2013 09 05 00 00 00	29.76
2013 09 06 00 00 00	28.92
2013 09 07 00 00 00	28.39
2013 09 08 00 00 00	28.24
2013 09 09 00 00 00	28.19
2013 09 10 00 00 00	28.20
2013 09 11 00 00 00	27.56
2013 09 12 00 00 00	27.28
2013 09 13 00 00 00	26.84
2013 09 14 00 00 00	26.78
2013 09 15 00 00 00	27.35
2013 09 16 00 00 00	28.30
2013 09 17 00 00 00	28.58
2013 09 18 00 00 00	28.52
2013 09 19 00 00 00	28.49
2013 09 20 00 00 00	28.54
2013 09 21 00 00 00	28.58
2013 09 22 00 00 00	28.45
2013 09 23 00 00 00	28.37
2013 09 24 00 00 00	28.12
2013 09 25 00 00 00	28.03
2013 09 26 00 00 00	28.09
2013 09 27 00 00 00	27.89
2013 09 28 00 00 00	27.76
2013 09 29 00 00 00	27.64
2013 09 30 00 00 00	27.57
2013 10 01 00 00 00	27.54
2013 10 02 00 00 00	27.57
2013 10 03 00 00 00	27.64
2013 10 04 00 00 00	27.55
2013 10 05 00 00 00	27.69
2013 10 06 00 00 00	27.36
2013 10 07 00 00 00	26.73
2013 10 08 00 00 00	26.56
2013 10 09 00 00 00	25.69
2013 10 10 00 00 00	24.59
2013 10 11 00 00 00	24.57
2013 10 12 00 00 00	25.34
2013 10 13 00 00 00	25.41
2013 10 14 00 00 00	25.51
2013 10 15 00 00 00	25.89
2013 10 16 00 00 00	25.72
2013 10 17 00 00 00	26.28
2013 10 18 00 00 00	26.22
2013 10 19 00 00 00	25.70
2013 10 20 00 00 00	25.83
2013 10 21 00 00 00	25.20
2013 10 22 00 00 00	24.91
2013 10 23 00 00 00	24.06
2013 10 24 00 00 00	24.60
2013 10 25 00 00 00	24.96
2013 10 26 00 00 00	24.79
2013 10 27 00 00 00	24.66
2013 10 28 00 00 00	24.93
2013 10 29 00 00 00	24.95
2013 10 30 00 00 00	24.56
2013 10 31 00 00 00	24.36
2013 11 01 00 00 00	24.15
2013 11 02 00 00 00	24.00
2013 11 03 00 00 00	24.05
2013 11 04 00 00 00	23.95
2013 11 05 00 00 00	23.86
2013 11 06 00 00 00	24.49
2013 11 07 00 00 00	24.44
2013 11 08 00 00 00	23.96
2013 11 09 00 00 00	24.06
2013 11 10 00 00 00	24.15
2013 11 11 00 00 00	23.89
2013 11 12 00 00 00	23.78
2013 11 13 00 00 00	23.93
2013 11 14 00 00 00	23.83
2013 11 15 00 00 00	23.90
2013 11 16 00 00 00	24.01
2013 11 17 00 00 00	23.78
2013 11 18 00 00 00	23.74
2013 11 19 00 00 00	23.68
2013 11 20 00 00 00	23.38
2013 11 21 00 00 00	23.73
2013 11 22 00 00 00	23.82
2013 11 23 00 00 00	23.70
2013 11 24 00 00 00	23.28
2013 11 25 00 00 00	23.27
2013 11 26 00 00 00	23.19
2013 11 27 00 00 00	23.24
2013 11 28 00 00 00	23.44
2013 11 29 00 00 00	23.10
2013 11 30 00 00 00	23.06
2013 12 01 00 00 00	22.75
2013 12 02 00 00 00	22.61
2013 12 03 00 00 00	22.66
2013 12 04 00 00 00	22.61
2013 12 05 00 00 00	22.48
2013 12 06 00 00 00	22.46
2013 12 07 00 00 00	22.45
2013 12 08 00 00 00	22.10
2013 12 09 00 00 00	21.72
2013 12 10 00 00 00	21.59
2013 12 11 00 00 00	21.45
2013 12 12 00 00 00	20.89
2013 12 13 00 00 00	20.33
2013 12 14 00 00 00	19.46
2013 12 15 00 00 00	19.71
2013 12 16 00 00 00	19.34
2013 12 17 00 00 00	19.14
2013 12 18 00 00 00	19.47
2013 12 19 00 00 00	19.64
2013 12 20 00 00 00	20.21
2013 12 21 00 00 00	20.14
2013 12 22 00 00 00	20.13
2013 12 23 00 00 00	20.06
2013 12 24 00 00 00	19.74
2013 12 25 00 00 00	19.45
2013 12 26 00 00 00	19.18
2013 12 27 00 00 00	19.07
2013 12 28 00 00 00	19.18
2013 12 29 00 00 00	19.46
2013 12 30 00 00 00	19.27
2013 12 31 00 00 00	19.30
2014 01 01 00 00 00	19.08
2014 01 02 00 00 00	19.19
2014 01 03 00 00 00	19.16
2014 01 04 00 00 00	19.03
2014 01 05 00 00 00	19.07
2014 01 06 00 00 00	18.93
2014 01 07 00 00 00	18.67
2014 01 08 00 00 00	18.57
2014 01 09 00 00 00	18.46
2014 01 10 00 00 00	18.35
2014 01 11 00 00 00	18.52
2014 01 12 00 00 00	18.40
2014 01 13 00 00 00	18.61
2014 01 14 00 00 00	18.84
2014 01 15 00 00 00	18.82
2014 01 16 00 00 00	18.57
2014 01 17 00 00 00	18.53
2014 01 18 00 00 00	18.62
2014 01 19 00 00 00	18.63
2014 01 20 00 00 00	18.69
2014 01 21 00 00 00	18.70
2014 01 22 00 00 00	18.62
2014 01 23 00 00 00	18.72
2014 01 24 00 00 00	18.71
2014 01 25 00 00 00	18.68
2014 01 26 00 00 00	18.61
2014 01 27 00 00 00	18.59
2014 01 28 00 00 00	18.51
2014 01 29 00 00 00	18.43
2014 01 30 00 00 00	18.55
2014 01 31 00 00 00	18.59
2014 02 01 00 00 00	18.57
2014 02 02 00 00 00	18.36
2014 02 03 00 00 00	17.87
2014 02 04 00 00 00	17.81
2014 02 05 00 00 00	17.74
2014 02 06 00 00 00	17.78
2014 02 07 00 00 00	18.04
2014 02 08 00 00 00	18.11
2014 02 09 00 00 00	18.06
2014 02 10 00 00 00	18.10
2014 02 11 00 00 00	18.13
2014 02 12 00 00 00	18.20
2014 02 13 00 00 00	18.26
2014 02 14 00 00 00	18.28
2014 02 15 00 00 00	18.37
2014 02 16 00 00 00	18.32
2014 02 17 00 00 00	18.29
2014 02 18 00 00 00	18.34
2014 02 19 00 00 00	18.38
2014 02 20 00 00 00	18.43
2014 02 21 00 00 00	18.47
2014 02 22 00 00 00	18.47
2014 02 23 00 00 00	18.57
2014 02 24 00 00 00	18.54
2014 02 25 00 00 00	18.71
2014 02 26 00 00 00	18.65
2014 02 27 00 00 00	18.60
2014 02 28 00 00 00	18.56
2014 03 01 00 00 00	18.62
2014 03 02 00 00 00	18.60
2014 03 03 00 00 00	18.68
2014 03 04 00 00 00	18.67
2014 03 05 00 00 00	18.72
2014 03 06 00 00 00	18.80
2014 03 07 00 00 00	18.73
2014 03 08 00 00 00	18.70
2014 03 09 00 00 00	18.72
2014 03 10 00 00 00	18.76
2014 03 11 00 00 00	18.82
2014 03 12 00 00 00	18.73
2014 03 13 00 00 00	18.50
2014 03 14 00 00 00	18.38
2014 03 15 00 00 00	18.40
2014 03 16 00 00 00	18.40
2014 03 17 00 00 00	18.54
2014 03 18 00 00 00	18.46
2014 03 19 00 00 00	18.52
2014 03 20 00 00 00	18.54
2014 03 21 00 00 00	18.54
2014 03 22 00 00 00	18.56
2014 03 23 00 00 00	18.76
2014 03 24 00 00 00	18.88
2014 03 25 00 00 00	18.74
2014 03 26 00 00 00	18.77
2014 03 27 00 00 00	18.72
2014 03 28 00 00 00	18.69
2014 03 29 00 00 00	19.40
2014 03 30 00 00 00	19.25
2014 03 31 00 00 00	19.03
2014 04 01 00 00 00	18.88
2014 04 02 00 00 00	18.73
2014 04 03 00 00 00	18.92
2014 04 04 00 00 00	19.22
2014 04 05 00 00 00	19.36
2014 04 06 00 00 00	19.47
2014 04 07 00 00 00	19.63
2014 04 08 00 00 00	19.59
2014 04 09 00 00 00	19.54
2014 04 10 00 00 00	19.76
2014 04 11 00 00 00	19.67
2014 04 12 00 00 00	19.19
2014 04 13 00 00 00	19.46
2014 04 14 00 00 00	20.00
2014 04 15 00 00 00	19.29
2014 04 16 00 00 00	19.31
2014 04 17 00 00 00	19.48
2014 04 18 00 00 00	20.48
2014 04 19 00 00 00	19.53
2014 04 20 00 00 00	18.86
2014 04 21 00 00 00	18.58
2014 04 22 00 00 00	19.02
2014 04 23 00 00 00	19.42
2014 04 24 00 00 00	19.54
2014 04 25 00 00 00	20.13
2014 04 26 00 00 00	20.46
2014 04 27 00 00 00	20.61
2014 04 28 00 00 00	20.47
2014 04 29 00 00 00	20.40
2014 04 30 00 00 00	21.06
2014 05 01 00 00 00	20.79
2014 05 02 00 00 00	20.46
2014 05 03 00 00 00	20.49
2014 05 04 00 00 00	20.50
2014 05 05 00 00 00	20.67
2014 05 06 00 00 00	20.46
2014 05 07 00 00 00	19.33
2014 05 08 00 00 00	18.89
2014 05 09 00 00 00	19.52
2014 05 10 00 00 00	20.11
2014 05 11 00 00 00	20.34
2014 05 12 00 00 00	20.61
2014 05 13 00 00 00	21.05
2014 05 14 00 00 00	21.68
2014 05 15 00 00 00	22.12
2014 05 16 00 00 00	22.14
2014 05 17 00 00 00	22.05
2014 05 18 00 00 00	22.02
2014 05 19 00 00 00	22.04
2014 05 20 00 00 00	22.37
2014 05 21 00 00 00	22.39
2014 05 22 00 00 00	21.59
2014 05 23 00 00 00	21.60
2014 05 24 00 00 00	21.73
2014 05 25 00 00 00	21.91
2014 05 26 00 00 00	22.21
2014 05 27 00 00 00	22.49
2014 05 28 00 00 00	23.18
2014 05 29 00 00 00	23.83
2014 05 30 00 00 00	23.96
2014 05 31 00 00 00	24.20
2014 06 01 00 00 00	24.27
2014 06 02 00 00 00	24.30
2014 06 03 00 00 00	24.15
2014 06 04 00 00 00	24.05
2014 06 05 00 00 00	23.92
2014 06 06 00 00 00	24.15
2014 06 07 00 00 00	24.64
2014 06 08 00 00 00	24.74
2014 06 09 00 00 00	24.39
2014 06 10 00 00 00	24.20
2014 06 11 00 00 00	24.79
2014 06 12 00 00 00	25.11
2014 06 13 00 00 00	25.12
2014 06 14 00 00 00	25.15
2014 06 15 00 00 00	24.96
2014 06 16 00 00 00	25.04
2014 06 17 00 00 00	24.75
2014 06 18 00 00 00	24.48
2014 06 19 00 00 00	25.24
2014 06 20 00 00 00	25.83
2014 06 21 00 00 00	25.72
2014 06 22 00 00 00	25.67
2014 06 23 00 00 00	25.74
2014 06 24 00 00 00	26.00
2014 06 25 00 00 00	26.56
2014 06 26 00 00 00	26.96
2014 06 27 00 00 00	27.31
2014 06 28 00 00 00	26.96
2014 06 29 00 00 00	27.16
2014 06 30 00 00 00	27.21
2014 07 01 00 00 00	27.43
2014 07 02 00 00 00	27.50
2014 07 03 00 00 00	27.36
2014 07 04 00 00 00	27.86
2014 07 05 00 00 00	28.17
2014 07 06 00 00 00	27.83
2014 07 07 00 00 00	28.13
2014 07 08 00 00 00	28.10
2014 07 09 00 00 00	28.50
2014 07 10 00 00 00	28.55
2014 07 11 00 00 00	29.04
2014 07 12 00 00 00	27.98
2014 07 13 00 00 00	28.65
2014 07 14 00 00 00	29.05
2014 07 15 00 00 00	28.61
2014 07 16 00 00 00	29.39
2014 07 17 00 00 00	29.17
2014 07 18 00 00 00	29.56
2014 07 19 00 00 00	29.19
2014 07 20 00 00 00	29.42
2014 07 21 00 00 00	29.43
2014 07 22 00 00 00	27.99
2014 07 23 00 00 00	28.69
2014 07 24 00 00 00	28.74
2014 07 25 00 00 00	27.46
2014 07 26 00 00 00	28.52
2014 07 27 00 00 00	28.01
2014 07 28 00 00 00	28.90
2014 07 29 00 00 00	27.92
2014 07 30 00 00 00	28.53
2014 07 31 00 00 00	29.25
2014 08 01 00 00 00	29.67
2014 08 02 00 00 00	29.48
2014 08 03 00 00 00	29.62
2014 08 04 00 00 00	30.02
2014 08 05 00 00 00	28.77
2014 08 06 00 00 00	28.96
2014 08 07 00 00 00	28.97
2014 08 08 00 00 00	28.67
2014 08 09 00 00 00	28.55
2014 08 10 00 00 00	28.67
2014 08 11 00 00 00	29.53
2014 08 12 00 00 00	29.11
2014 08 13 00 00 00	29.34
2014 08 14 00 00 00	29.28
2014 08 15 00 00 00	29.66
2014 08 16 00 00 00	29.91
2014 08 17 00 00 00	29.79
2014 08 18 00 00 00	30.10
2014 08 19 00 00 00	29.57
2014 08 20 00 00 00	29.88
2014 08 21 00 00 00	29.47
2014 08 22 00 00 00	29.87
2014 08 23 00 00 00	29.11
2014 08 24 00 00 00	29.88
2014 08 25 00 00 00	30.07
2014 08 26 00 00 00	29.90
2014 08 27 00 00 00	29.11
2014 08 28 00 00 00	29.25
2014 08 29 00 00 00	29.57
2014 08 30 00 00 00	29.59
2014 08 31 00 00 00	29.55
2014 09 01 00 00 00	29.67
2014 09 02 00 00 00	29.86
2014 09 03 00 00 00	29.51
2014 09 04 00 00 00	29.68
2014 09 05 00 00 00	28.91
2014 09 06 00 00 00	29.12
2014 09 07 00 00 00	29.29
2014 09 08 00 00 00	29.34
2014 09 09 00 00 00	29.50
2014 09 10 00 00 00	29.60
2014 09 11 00 00 00	29.33
2014 09 12 00 00 00	29.32
2014 09 13 00 00 00	29.38
2014 09 14 00 00 00	29.57
2014 09 15 00 00 00	29.41
2014 09 16 00 00 00	29.45
2014 09 17 00 00 00	29.27
2014 09 18 00 00 00	27.68
2014 09 19 00 00 00	28.26
2014 09 20 00 00 00	28.98
2014 09 21 00 00 00	28.63
2014 09 22 00 00 00	28.85
2014 09 23 00 00 00	28.79
2014 09 24 00 00 00	28.57
2014 09 25 00 00 00	28.88
2014 09 26 00 00 00	28.79
2014 09 27 00 00 00	28.76
2014 09 28 00 00 00	28.57
2014 09 29 00 00 00	28.37
2014 09 30 00 00 00	28.22
2014 10 01 00 00 00	27.98
2014 10 02 00 00 00	27.93
2014 10 03 00 00 00	28.10
2014 10 04 00 00 00	28.47
2014 10 05 00 00 00	28.13
2014 10 06 00 00 00	27.96
2014 10 07 00 00 00	27.49
2014 10 08 00 00 00	26.76
2014 10 09 00 00 00	26.66
2014 10 10 00 00 00	26.82
2014 10 11 00 00 00	26.86
2014 10 12 00 00 00	27.05
2014 10 13 00 00 00	27.12
2014 10 14 00 00 00	26.99
2014 10 15 00 00 00	27.12
2014 10 16 00 00 00	27.12
2014 10 17 00 00 00	26.94
2014 10 18 00 00 00	26.71
2014 10 19 00 00 00	26.64
2014 10 20 00 00 00	26.50
2014 10 21 00 00 00	26.26
2014 10 22 00 00 00	26.27
2014 10 23 00 00 00	26.42
2014 10 24 00 00 00	26.64
2014 10 25 00 00 00	26.29
2014 10 26 00 00 00	26.13
2014 10 27 00 00 00	26.06
2014 10 28 00 00 00	26.01
2014 10 29 00 00 00	26.05
2014 10 30 00 00 00	25.96
2014 10 31 00 00 00	25.78
2014 11 01 00 00 00	25.53
2014 11 02 00 00 00	25.30
2014 11 03 00 00 00	25.37
2014 11 04 00 00 00	25.28
2014 11 05 00 00 00	25.20
2014 11 06 00 00 00	25.22
2014 11 07 00 00 00	24.82
2014 11 08 00 00 00	24.35
2014 11 09 00 00 00	24.09
2014 11 10 00 00 00	24.33
2014 11 11 00 00 00	24.55
2014 11 12 00 00 00	24.46
2014 11 13 00 00 00	24.37
2014 11 14 00 00 00	24.73
2014 11 15 00 00 00	24.50
2014 11 16 00 00 00	24.16
2014 11 17 00 00 00	24.04
2014 11 18 00 00 00	24.13
2014 11 19 00 00 00	23.97
2014 11 20 00 00 00	23.87
2014 11 21 00 00 00	23.99
2014 11 22 00 00 00	23.48
2014 11 23 00 00 00	23.11
2014 11 24 00 00 00	23.11
2014 11 25 00 00 00	23.16
2014 11 26 00 00 00	22.58
2014 11 27 00 00 00	22.10
2014 11 28 00 00 00	21.81
2014 11 29 00 00 00	21.76
2014 11 30 00 00 00	22.24
2014 12 01 00 00 00	22.32
2014 12 02 00 00 00	22.52
2014 12 03 00 00 00	22.37
2014 12 04 00 00 00	22.09
2014 12 05 00 00 00	22.04
2014 12 06 00 00 00	22.21
2014 12 07 00 00 00	22.22
2014 12 08 00 00 00	22.20
2014 12 09 00 00 00	22.18
2014 12 10 00 00 00	21.94
2014 12 11 00 00 00	22.03
2014 12 12 00 00 00	21.71
2014 12 13 00 00 00	21.80
2014 12 14 00 00 00	21.66
2014 12 15 00 00 00	21.60
2014 12 16 00 00 00	21.76
2014 12 17 00 00 00	21.42
2014 12 18 00 00 00	21.40
2014 12 19 00 00 00	21.47
2014 12 25 00 00 00	20.78
2014 12 26 00 00 00	20.75
2014 12 27 00 00 00	20.78
2014 12 28 00 00 00	20.45
2014 12 29 00 00 00	20.14
2014 12 30 00 00 00	20.35
2014 12 31 00 00 00	20.36
2015 01 01 00 00 00	20.59
2015 01 02 00 00 00	20.04
2015 01 03 00 00 00	19.84
2015 01 04 00 00 00	19.79
2015 01 05 00 00 00	19.65
2015 01 06 00 00 00	19.27
2015 01 07 00 00 00	18.49
2015 01 08 00 00 00	18.10
2015 01 09 00 00 00	18.67
2015 01 10 00 00 00	18.49
2015 01 11 00 00 00	18.64
2015 01 12 00 00 00	18.42
2015 01 13 00 00 00	18.05
2015 01 14 00 00 00	18.68
2015 01 15 00 00 00	18.75
2015 01 16 00 00 00	18.75
2015 01 17 00 00 00	18.79
2015 01 18 00 00 00	18.37
2015 01 19 00 00 00	18.19
2015 01 20 00 00 00	18.32
2015 01 21 00 00 00	18.62
2015 01 22 00 00 00	18.60
2015 01 23 00 00 00	18.58
2015 01 24 00 00 00	18.25
2015 01 25 00 00 00	18.44
2015 01 26 00 00 00	18.38
2015 01 27 00 00 00	18.48
2015 01 28 00 00 00	18.54
2015 01 29 00 00 00	18.54
2015 01 30 00 00 00	18.45
2015 01 31 00 00 00	18.12
2015 02 01 00 00 00	18.60
2015 02 02 00 00 00	18.38
2015 02 03 00 00 00	18.27
2015 02 04 00 00 00	18.48
2015 02 05 00 00 00	18.45
2015 02 06 00 00 00	18.38
2015 02 07 00 00 00	18.61
2015 02 08 00 00 00	18.40
2015 02 09 00 00 00	18.38
2015 02 10 00 00 00	18.19
2015 02 11 00 00 00	17.68
2015 02 12 00 00 00	17.04
2015 02 13 00 00 00	17.03
2015 02 14 00 00 00	17.24
2015 02 15 00 00 00	17.07
2015 02 16 00 00 00	17.24
2015 02 17 00 00 00	17.28
2015 02 18 00 00 00	17.34
2015 02 19 00 00 00	17.08
2015 02 20 00 00 00	16.68
2015 02 21 00 00 00	16.47
2015 02 22 00 00 00	16.49
2015 02 23 00 00 00	16.44
2015 02 24 00 00 00	16.45
2015 02 25 00 00 00	16.99
2015 02 26 00 00 00	16.67
2015 02 27 00 00 00	16.68
2015 02 28 00 00 00	16.90
2015 03 01 00 00 00	17.23
2015 03 02 00 00 00	17.35
2015 03 03 00 00 00	17.36
2015 03 04 00 00 00	17.44
2015 03 05 00 00 00	17.36
2015 03 06 00 00 00	17.05
2015 03 07 00 00 00	17.10
2015 03 08 00 00 00	17.45
2015 03 09 00 00 00	17.47
2015 03 10 00 00 00	17.83
2015 03 11 00 00 00	17.70
2015 03 12 00 00 00	17.51
2015 03 13 00 00 00	17.56
2015 03 14 00 00 00	18.01
2015 03 15 00 00 00	18.32
2015 03 16 00 00 00	17.80
2015 03 17 00 00 00	18.42
2015 03 18 00 00 00	18.00
2015 03 19 00 00 00	17.99
2015 03 20 00 00 00	18.00
2015 03 21 00 00 00	17.96
2015 03 22 00 00 00	17.90
2015 03 23 00 00 00	18.14
2015 03 24 00 00 00	17.97
2015 03 25 00 00 00	17.95
2015 03 26 00 00 00	17.90
2015 03 27 00 00 00	17.67
2015 03 28 00 00 00	17.85
2015 03 29 00 00 00	18.06
2015 03 30 00 00 00	18.63
2015 03 31 00 00 00	18.09
2015 04 01 00 00 00	18.33
2015 04 02 00 00 00	18.55
2015 04 03 00 00 00	18.48
2015 04 04 00 00 00	19.04
2015 04 05 00 00 00	18.89
2015 04 06 00 00 00	19.36
2015 04 07 00 00 00	19.35
2015 04 08 00 00 00	19.71
2015 04 09 00 00 00	19.54
2015 04 10 00 00 00	19.32
2015 04 11 00 00 00	19.22
2015 04 12 00 00 00	19.18
2015 04 13 00 00 00	19.24
2015 04 14 00 00 00	19.26
2015 04 15 00 00 00	19.23
2015 04 16 00 00 00	19.23
2015 04 17 00 00 00	19.58
2015 04 18 00 00 00	19.44
